,assists,clean_sheets,creativity,goals_scored,influence,kickoff_time,opponent_team,full,team,total_points,round
21771,0,0,0.0,0,0.0,2020-02-22 17:30:00,Man City,Wes Morgan,Leicester,0,27
21772,0,0,0.0,0,0.0,2020-02-28 20:00:00,Norwich,Wes Morgan,Leicester,0,28
21773,0,0,0.0,0,0.0,2020-03-09 20:00:00,Aston Villa,Wes Morgan,Leicester,0,29
21774,0,0,0.0,0,0.0,2020-06-20 11:30:00,Watford,Wes Morgan,Leicester,0,30
21775,0,0,0.0,0,0.0,2020-06-23 17:00:00,Brighton,Wes Morgan,Leicester,0,31
21776,0,0,0.0,0,0.0,2020-07-01 17:00:00,Everton,Wes Morgan,Leicester,0,32
21777,0,0,0.0,0,0.0,2020-07-04 14:00:00,Crystal Palace,Wes Morgan,Leicester,0,33
21778,0,0,0.0,0,0.0,2020-07-07 19:15:00,Arsenal,Wes Morgan,Leicester,0,34
21779,0,0,0.0,0,0.0,2020-07-12 18:00:00,Bournemouth,Wes Morgan,Leicester,0,35
21780,0,1,0.4,0,17.2,2020-07-16 17:00:00,Sheffield United,Wes Morgan,Leicester,8,36
21781,0,0,0.8,0,14.6,2020-07-19 15:00:00,Tottenham,Wes Morgan,Leicester,1,37
21782,0,0,0.2,0,8.2,2020-07-26 15:00:00,Man Utd,Wes Morgan,Leicester,1,38
21783,0,0,0.0,0,0.0,2019-08-10 14:00:00,Burnley,Wesley Hoedt,Southampton,0,1
21784,0,0,0.0,0,0.0,2019-08-17 14:00:00,Liverpool,Wesley Hoedt,Southampton,0,2
21785,0,0,0.0,0,0.0,2019-08-24 14:00:00,Brighton,Wesley Hoedt,Southampton,0,3
21786,0,0,0.0,0,0.0,2019-08-31 11:30:00,Man Utd,Wesley Hoedt,Southampton,0,4
21787,0,0,0.0,0,0.0,2019-09-14 14:00:00,Sheffield United,Wesley Hoedt,Southampton,0,5
21788,0,0,0.0,0,0.0,2019-09-20 19:00:00,Bournemouth,Wesley Hoedt,Southampton,0,6
21789,0,0,0.0,0,0.0,2019-09-28 14:00:00,Tottenham,Wesley Hoedt,Southampton,0,7
21790,0,0,0.0,0,0.0,2019-10-06 13:00:00,Chelsea,Wesley Hoedt,Southampton,0,8
21791,0,0,0.0,0,0.0,2019-10-19 14:00:00,Wolves,Wesley Hoedt,Southampton,0,9
21792,0,0,0.0,0,0.0,2019-10-25 19:00:00,Leicester,Wesley Hoedt,Southampton,0,10
21793,0,0,0.0,0,0.0,2019-11-02 15:00:00,Man City,Wesley Hoedt,Southampton,0,11
21794,0,0,0.0,0,0.0,2019-11-09 15:00:00,Everton,Wesley Hoedt,Southampton,0,12
21795,0,0,0.0,0,0.0,2019-11-23 15:00:00,Arsenal,Wesley Hoedt,Southampton,0,13
21796,0,0,0.0,0,0.0,2019-11-30 17:30:00,Watford,Wesley Hoedt,Southampton,0,14
21797,0,0,0.0,0,0.0,2019-12-04 19:30:00,Norwich,Wesley Hoedt,Southampton,0,15
21798,0,0,0.0,0,0.0,2019-12-08 14:00:00,Newcastle United,Wesley Hoedt,Southampton,0,16
21799,0,0,0.0,0,0.0,2019-12-14 17:30:00,West Ham,Wesley Hoedt,Southampton,0,17
21800,0,0,0.0,0,0.0,2019-12-21 15:00:00,Aston Villa,Wesley Hoedt,Southampton,0,18
21801,0,0,0.0,0,0.0,2019-12-26 15:00:00,Chelsea,Wesley Hoedt,Southampton,0,19
21802,0,0,0.0,0,0.0,2019-12-28 15:00:00,Crystal Palace,Wesley Hoedt,Southampton,0,20
21803,0,0,0.0,0,0.0,2020-01-01 15:00:00,Tottenham,Wesley Hoedt,Southampton,0,21
21804,0,0,0.0,0,0.0,2020-01-11 15:00:00,Leicester,Wesley Hoedt,Southampton,0,22
21805,0,0,0.0,0,0.0,2020-01-18 15:00:00,Wolves,Wesley Hoedt,Southampton,0,23
21806,0,0,0.0,0,0.0,2020-01-21 19:30:00,Crystal Palace,Wesley Hoedt,Southampton,0,24
21807,0,0,0.0,0,0.0,2020-02-01 15:00:00,Liverpool,Wesley Hoedt,Southampton,0,25
21808,0,0,0.0,0,0.0,2020-02-15 12:30:00,Burnley,Wesley Hoedt,Southampton,0,26
21809,0,0,0.0,0,0.0,2020-02-22 15:00:00,Aston Villa,Wesley Hoedt,Southampton,0,27
21810,0,0,0.0,0,0.0,2020-02-29 15:00:00,West Ham,Wesley Hoedt,Southampton,0,28
21811,0,0,0.0,0,0.0,2020-03-07 15:00:00,Newcastle United,Wesley Hoedt,Southampton,0,29
21812,0,0,0.0,0,0.0,2020-06-19 17:00:00,Norwich,Wesley Hoedt,Southampton,0,30
21813,0,0,0.0,0,0.0,2020-06-25 17:00:00,Arsenal,Wesley Hoedt,Southampton,0,31
21814,0,0,0.0,0,0.0,2020-06-28 15:30:00,Watford,Wesley Hoedt,Southampton,0,32
21815,0,0,0.0,0,0.0,2020-07-05 18:00:00,Man City,Wesley Hoedt,Southampton,0,33
21816,0,0,0.0,0,0.0,2020-07-09 17:00:00,Everton,Wesley Hoedt,Southampton,0,34
21817,0,0,0.0,0,0.0,2020-07-13 19:00:00,Man Utd,Wesley Hoedt,Southampton,0,35
21818,0,0,0.0,0,0.0,2020-07-16 19:15:00,Brighton,Wesley Hoedt,Southampton,0,36
21819,0,0,0.0,0,0.0,2020-07-19 13:00:00,Bournemouth,Wesley Hoedt,Southampton,0,37
21820,0,0,0.0,0,0.0,2020-07-26 15:00:00,Sheffield United,Wesley Hoedt,Southampton,0,38
21821,0,0,1.1,0,5.0,2019-08-10 16:30:00,Tottenham,Wesley Moraes,Aston Villa,2,1
21822,0,0,11.2,0,5.8,2019-08-17 14:00:00,Bournemouth,Wesley Moraes,Aston Villa,2,2
21823,0,1,23.0,1,38.8,2019-08-23 19:00:00,Everton,Wesley Moraes,Aston Villa,9,3
21824,0,0,2.5,0,9.0,2019-08-31 14:00:00,Crystal Palace,Wesley Moraes,Aston Villa,2,4
21825,0,1,4.0,0,6.6,2019-09-16 19:00:00,West Ham,Wesley Moraes,Aston Villa,2,5
21826,0,0,1.1,1,36.4,2019-09-22 15:30:00,Arsenal,Wesley Moraes,Aston Villa,7,6
21827,0,0,12.2,0,0.0,2019-09-28 14:00:00,Burnley,Wesley Moraes,Aston Villa,2,7
21828,1,0,15.9,2,97.4,2019-10-05 14:00:00,Norwich,Wesley Moraes,Aston Villa,14,8
21829,0,0,1.3,0,0.0,2019-10-19 14:00:00,Brighton,Wesley Moraes,Aston Villa,2,9
21830,0,0,4.3,0,0.0,2019-10-26 11:30:00,Man City,Wesley Moraes,Aston Villa,2,10
21831,0,1,3.8,0,0.0,2019-11-02 15:00:00,Liverpool,Wesley Moraes,Aston Villa,2,11
21832,0,0,1.7,0,11.0,2019-11-10 14:00:00,Wolves,Wesley Moraes,Aston Villa,2,12
21833,0,1,23.0,0,6.8,2019-11-25 20:00:00,Newcastle United,Wesley Moraes,Aston Villa,1,13
21834,0,0,1.1,0,12.4,2019-12-01 16:30:00,Man Utd,Wesley Moraes,Aston Villa,2,14
21835,0,0,2.1,0,3.6,2019-12-04 19:30:00,Chelsea,Wesley Moraes,Aston Villa,2,15
21836,0,0,25.2,0,9.0,2019-12-08 14:00:00,Leicester,Wesley Moraes,Aston Villa,1,16
21837,0,0,4.3,0,0.2,2019-12-14 15:00:00,Sheffield United,Wesley Moraes,Aston Villa,2,17
21838,0,0,3.7,0,0.0,2019-12-21 15:00:00,Southampton,Wesley Moraes,Aston Villa,2,18
21839,0,1,22.5,0,6.4,2019-12-26 15:00:00,Norwich,Wesley Moraes,Aston Villa,1,19
21840,0,0,4.0,0,4.6,2019-12-28 15:00:00,Watford,Wesley Moraes,Aston Villa,2,20
21841,0,1,1.8,1,43.2,2020-01-01 12:30:00,Burnley,Wesley Moraes,Aston Villa,6,21
21842,0,0,0.0,0,0.0,2020-01-12 16:30:00,Man City,Wesley Moraes,Aston Villa,0,22
21843,0,0,0.0,0,0.0,2020-01-18 15:00:00,Brighton,Wesley Moraes,Aston Villa,0,23
21844,0,0,0.0,0,0.0,2020-01-21 19:30:00,Watford,Wesley Moraes,Aston Villa,0,24
21845,0,0,0.0,0,0.0,2020-02-01 15:00:00,Bournemouth,Wesley Moraes,Aston Villa,0,25
21846,0,0,0.0,0,0.0,2020-02-16 14:00:00,Tottenham,Wesley Moraes,Aston Villa,0,26
21847,0,0,0.0,0,0.0,2020-02-22 15:00:00,Southampton,Wesley Moraes,Aston Villa,0,27
21848,0,0,0.0,0,0.0,2020-03-09 20:00:00,Leicester,Wesley Moraes,Aston Villa,0,29
21849,0,0,0.0,0,0.0,2020-06-17 17:00:00,Sheffield United,Wesley Moraes,Aston Villa,0,30
21850,0,0,0.0,0,0.0,2020-06-21 15:15:00,Chelsea,Wesley Moraes,Aston Villa,0,30
21851,0,0,0.0,0,0.0,2020-06-24 17:00:00,Newcastle United,Wesley Moraes,Aston Villa,0,31
21852,0,0,0.0,0,0.0,2020-06-27 11:30:00,Wolves,Wesley Moraes,Aston Villa,0,32
21853,0,0,0.0,0,0.0,2020-07-05 15:30:00,Liverpool,Wesley Moraes,Aston Villa,0,33
21854,0,0,0.0,0,0.0,2020-07-09 19:15:00,Man Utd,Wesley Moraes,Aston Villa,0,34
21855,0,0,0.0,0,0.0,2020-07-12 13:15:00,Crystal Palace,Wesley Moraes,Aston Villa,0,35
21856,0,0,0.0,0,0.0,2020-07-16 17:00:00,Everton,Wesley Moraes,Aston Villa,0,36
21857,0,0,0.0,0,0.0,2020-07-21 19:15:00,Arsenal,Wesley Moraes,Aston Villa,0,37
21858,0,0,0.0,0,0.0,2020-07-26 15:00:00,West Ham,Wesley Moraes,Aston Villa,0,38
21859,0,1,13.8,0,20.2,2019-08-11 13:00:00,Wolves,Wilfred Ndidi,Leicester,3,1
21860,0,0,1.8,1,51.8,2019-08-18 15:30:00,Chelsea,Wilfred Ndidi,Leicester,10,2
21861,0,0,0.0,0,0.0,2019-08-24 14:00:00,Sheffield United,Wilfred Ndidi,Leicester,0,3
21862,0,0,22.2,0,31.6,2019-08-31 14:00:00,Bournemouth,Wilfred Ndidi,Leicester,2,4
21863,0,0,3.3,0,11.8,2019-09-14 14:00:00,Man Utd,Wilfred Ndidi,Leicester,2,5
21864,0,0,1.3,0,11.6,2019-09-21 11:30:00,Tottenham,Wilfred Ndidi,Leicester,2,6
21865,0,1,14.9,1,61.6,2019-09-29 15:30:00,Newcastle United,Wilfred Ndidi,Leicester,8,7
21866,0,0,4.8,0,16.8,2019-10-05 14:00:00,Liverpool,Wilfred Ndidi,Leicester,1,8
21867,0,0,5.6,0,15.0,2019-10-19 14:00:00,Burnley,Wilfred Ndidi,Leicester,2,9
21868,0,1,16.0,0,26.0,2019-10-25 19:00:00,Southampton,Wilfred Ndidi,Leicester,3,10
21869,0,1,1.7,0,20.2,2019-11-03 14:00:00,Crystal Palace,Wilfred Ndidi,Leicester,3,11
21870,0,1,12.2,0,27.8,2019-11-09 17:30:00,Arsenal,Wilfred Ndidi,Leicester,3,12
21871,0,1,2.3,0,18.2,2019-11-23 15:00:00,Brighton,Wilfred Ndidi,Leicester,3,13
21872,0,0,49.4,0,28.6,2019-12-01 16:30:00,Everton,Wilfred Ndidi,Leicester,2,14
21873,0,1,1.5,0,13.8,2019-12-04 19:30:00,Watford,Wilfred Ndidi,Leicester,2,15
21874,0,0,2.8,0,19.8,2019-12-08 14:00:00,Aston Villa,Wilfred Ndidi,Leicester,2,16
21875,0,0,12.5,0,15.2,2019-12-14 15:00:00,Norwich,Wilfred Ndidi,Leicester,4,17
21876,0,0,0.4,0,13.8,2019-12-21 17:30:00,Man City,Wilfred Ndidi,Leicester,1,18
21877,0,0,3.3,0,25.8,2019-12-26 20:00:00,Liverpool,Wilfred Ndidi,Leicester,2,19
21878,0,0,0.5,0,10.6,2019-12-28 17:30:00,West Ham,Wilfred Ndidi,Leicester,1,20
21879,1,1,15.4,0,34.6,2020-01-01 15:00:00,Newcastle United,Wilfred Ndidi,Leicester,6,21
21880,0,0,0.0,0,0.0,2020-01-11 15:00:00,Southampton,Wilfred Ndidi,Leicester,0,22
21881,0,0,0.0,0,0.0,2020-01-19 14:00:00,Burnley,Wilfred Ndidi,Leicester,0,23
21882,0,0,2.2,0,0.0,2020-01-22 19:30:00,West Ham,Wilfred Ndidi,Leicester,1,24
21883,0,0,0.0,0,0.0,2020-02-01 12:30:00,Chelsea,Wilfred Ndidi,Leicester,0,25
21884,0,0,0.0,0,0.0,2020-02-14 20:00:00,Wolves,Wilfred Ndidi,Leicester,0,26
21885,0,0,0.0,0,0.0,2020-02-22 17:30:00,Man City,Wilfred Ndidi,Leicester,0,27
21886,0,0,1.7,0,3.8,2020-02-28 20:00:00,Norwich,Wilfred Ndidi,Leicester,1,28
21887,0,1,2.8,0,13.4,2020-03-09 20:00:00,Aston Villa,Wilfred Ndidi,Leicester,3,29
21888,0,0,3.2,0,11.4,2020-06-20 11:30:00,Watford,Wilfred Ndidi,Leicester,2,30
21889,0,1,13.8,0,17.4,2020-06-23 17:00:00,Brighton,Wilfred Ndidi,Leicester,2,31
21890,0,0,14.8,0,5.8,2020-07-01 17:00:00,Everton,Wilfred Ndidi,Leicester,1,32
21891,0,1,14.7,0,22.8,2020-07-04 14:00:00,Crystal Palace,Wilfred Ndidi,Leicester,3,33
21892,0,0,1.8,0,7.4,2020-07-07 19:15:00,Arsenal,Wilfred Ndidi,Leicester,2,34
21893,0,0,3.1,0,4.0,2020-07-12 18:00:00,Bournemouth,Wilfred Ndidi,Leicester,1,35
21894,0,1,3.1,0,30.2,2020-07-16 17:00:00,Sheffield United,Wilfred Ndidi,Leicester,3,36
21895,0,0,6.2,0,4.0,2020-07-19 15:00:00,Tottenham,Wilfred Ndidi,Leicester,2,37
21896,0,0,1.3,0,16.6,2020-07-26 15:00:00,Man Utd,Wilfred Ndidi,Leicester,2,38
21897,0,0,0.8,0,4.4,2019-08-10 14:00:00,Everton,Wilfried Zaha,Crystal Palace,1,1
21898,0,0,14.8,0,4.6,2019-08-18 13:00:00,Sheffield United,Wilfried Zaha,Crystal Palace,2,2
21899,0,0,2.0,0,11.4,2019-08-24 14:00:00,Man Utd,Wilfried Zaha,Crystal Palace,1,3
21900,0,1,15.0,0,8.2,2019-08-31 14:00:00,Aston Villa,Wilfried Zaha,Crystal Palace,3,4
21901,0,0,2.2,0,12.4,2019-09-14 14:00:00,Tottenham,Wilfried Zaha,Crystal Palace,2,5
21902,0,0,6.5,0,30.4,2019-09-22 13:00:00,Wolves,Wilfried Zaha,Crystal Palace,2,6
21903,1,1,58.7,0,34.0,2019-09-28 14:00:00,Norwich,Wilfried Zaha,Crystal Palace,6,7
21904,0,0,14.9,0,12.8,2019-10-05 16:30:00,West Ham,Wilfried Zaha,Crystal Palace,2,8
21905,0,0,14.8,0,13.8,2019-10-19 16:30:00,Man City,Wilfried Zaha,Crystal Palace,2,9
21906,1,0,6.6,0,0.2,2019-10-27 16:30:00,Arsenal,Wilfried Zaha,Crystal Palace,5,10
21907,0,0,22.2,0,15.2,2019-11-03 14:00:00,Leicester,Wilfried Zaha,Crystal Palace,2,11
21908,0,0,11.9,0,8.8,2019-11-09 12:30:00,Chelsea,Wilfried Zaha,Crystal Palace,1,12
21909,0,0,9.7,1,38.0,2019-11-23 15:00:00,Liverpool,Wilfried Zaha,Crystal Palace,7,13
21910,0,1,29.5,1,50.2,2019-11-30 15:00:00,Burnley,Wilfried Zaha,Crystal Palace,11,14
21911,0,1,14.3,0,11.0,2019-12-03 19:30:00,Bournemouth,Wilfried Zaha,Crystal Palace,3,15
21912,0,1,14.1,0,5.6,2019-12-07 15:00:00,Watford,Wilfried Zaha,Crystal Palace,2,16
21913,0,0,16.2,1,43.0,2019-12-16 19:45:00,Brighton,Wilfried Zaha,Crystal Palace,8,17
21914,0,0,7.3,0,8.4,2019-12-21 15:00:00,Newcastle United,Wilfried Zaha,Crystal Palace,2,18
21915,0,0,24.8,0,19.8,2019-12-26 15:00:00,West Ham,Wilfried Zaha,Crystal Palace,2,19
21916,0,0,12.1,0,14.0,2019-12-28 15:00:00,Southampton,Wilfried Zaha,Crystal Palace,2,20
21917,1,0,21.9,0,20.6,2020-01-01 17:30:00,Norwich,Wilfried Zaha,Crystal Palace,5,21
21918,0,0,19.3,0,9.8,2020-01-11 12:30:00,Arsenal,Wilfried Zaha,Crystal Palace,2,22
21919,1,0,11.7,0,11.8,2020-01-18 15:00:00,Man City,Wilfried Zaha,Crystal Palace,5,23
21920,0,0,16.8,0,12.0,2020-01-21 19:30:00,Southampton,Wilfried Zaha,Crystal Palace,2,24
21921,0,0,37.3,0,12.8,2020-02-01 15:00:00,Sheffield United,Wilfried Zaha,Crystal Palace,2,25
21922,1,0,21.3,0,26.0,2020-02-08 12:30:00,Everton,Wilfried Zaha,Crystal Palace,5,26
21923,0,1,14.3,0,8.8,2020-02-22 15:00:00,Newcastle United,Wilfried Zaha,Crystal Palace,3,27
21924,0,1,1.4,0,0.6,2020-02-29 12:30:00,Brighton,Wilfried Zaha,Crystal Palace,3,28
21925,0,1,14.1,0,19.4,2020-03-07 15:00:00,Watford,Wilfried Zaha,Crystal Palace,2,29
21926,1,1,4.2,0,5.4,2020-06-20 18:45:00,Bournemouth,Wilfried Zaha,Crystal Palace,6,30
21927,0,0,0.5,0,2.2,2020-06-24 19:15:00,Liverpool,Wilfried Zaha,Crystal Palace,1,31
21928,0,0,19.0,0,9.4,2020-06-29 19:00:00,Burnley,Wilfried Zaha,Crystal Palace,2,32
21929,0,0,17.3,0,9.2,2020-07-04 14:00:00,Leicester,Wilfried Zaha,Crystal Palace,2,33
21930,0,0,31.7,1,42.6,2020-07-07 17:00:00,Chelsea,Wilfried Zaha,Crystal Palace,7,34
21931,0,0,37.5,0,16.4,2020-07-12 13:15:00,Aston Villa,Wilfried Zaha,Crystal Palace,1,35
21932,0,0,3.4,0,6.0,2020-07-16 19:15:00,Man Utd,Wilfried Zaha,Crystal Palace,2,36
21933,0,0,11.8,0,12.8,2020-07-20 19:15:00,Wolves,Wilfried Zaha,Crystal Palace,2,37
21934,0,0,6.1,0,0.0,2020-07-26 15:00:00,Tottenham,Wilfried Zaha,Crystal Palace,2,38
21935,0,0,0.0,0,0.0,2020-07-05 18:00:00,Man City,Will Ferry,Southampton,0,33
21936,0,0,0.0,0,0.0,2020-07-09 17:00:00,Everton,Will Ferry,Southampton,0,34
21937,0,0,0.0,0,0.0,2020-07-13 19:00:00,Man Utd,Will Ferry,Southampton,0,35
21938,0,0,0.0,0,0.0,2020-07-16 19:15:00,Brighton,Will Ferry,Southampton,0,36
21939,0,0,0.0,0,0.0,2020-07-19 13:00:00,Bournemouth,Will Ferry,Southampton,0,37
21940,0,0,0.0,0,0.0,2020-07-26 15:00:00,Sheffield United,Will Ferry,Southampton,0,38
21941,0,0,3.3,0,3.6,2019-08-10 14:00:00,Brighton,Will Hughes,Watford,2,1
21942,0,0,6.8,0,6.4,2019-08-17 14:00:00,Everton,Will Hughes,Watford,2,2
21943,1,0,33.9,0,39.4,2019-08-24 14:00:00,West Ham,Will Hughes,Watford,5,3
21944,0,0,13.7,1,48.2,2019-08-31 14:00:00,Newcastle United,Will Hughes,Watford,10,4
21945,0,0,12.9,0,0.0,2019-09-15 15:30:00,Arsenal,Will Hughes,Watford,2,5
21946,0,0,0.4,0,6.4,2019-09-21 14:00:00,Man City,Will Hughes,Watford,1,6
21947,0,0,0.0,0,0.0,2019-09-28 14:00:00,Wolves,Will Hughes,Watford,0,7
21948,0,0,0.0,0,0.0,2019-10-05 14:00:00,Sheffield United,Will Hughes,Watford,0,8
21949,0,0,0.0,0,1.0,2019-10-19 14:00:00,Tottenham,Will Hughes,Watford,1,9
21950,0,1,2.5,0,10.2,2019-10-26 14:00:00,Bournemouth,Will Hughes,Watford,2,10
21951,0,0,10.7,0,0.2,2019-11-02 17:30:00,Chelsea,Will Hughes,Watford,1,11
21952,0,1,34.8,0,18.0,2019-11-08 20:00:00,Norwich,Will Hughes,Watford,2,12
21953,0,0,3.9,0,3.4,2019-11-23 15:00:00,Burnley,Will Hughes,Watford,2,13
21954,0,1,3.1,0,5.0,2019-11-30 17:30:00,Southampton,Will Hughes,Watford,3,14
21955,0,0,5.2,0,8.0,2019-12-04 19:30:00,Leicester,Will Hughes,Watford,2,15
21956,0,0,0.0,0,0.0,2019-12-07 15:00:00,Crystal Palace,Will Hughes,Watford,0,16
21957,0,0,2.8,0,9.2,2019-12-14 12:30:00,Liverpool,Will Hughes,Watford,1,17
21958,0,1,17.0,0,19.4,2019-12-22 14:00:00,Man Utd,Will Hughes,Watford,3,18
21959,0,0,2.0,0,1.6,2019-12-26 15:00:00,Sheffield United,Will Hughes,Watford,2,19
21960,0,0,6.1,0,2.8,2019-12-28 15:00:00,Aston Villa,Will Hughes,Watford,1,20
21961,0,0,0.0,0,0.0,2020-01-01 15:00:00,Wolves,Will Hughes,Watford,0,21
21962,0,0,0.0,0,0.0,2020-01-12 14:00:00,Bournemouth,Will Hughes,Watford,0,22
21963,0,0,0.0,0,0.0,2020-01-18 12:30:00,Tottenham,Will Hughes,Watford,0,23
21964,0,0,0.0,0,0.0,2020-01-21 19:30:00,Aston Villa,Will Hughes,Watford,0,24
21965,0,0,0.0,0,0.0,2020-02-01 15:00:00,Everton,Will Hughes,Watford,0,25
21966,0,0,18.3,0,13.6,2020-02-08 17:30:00,Brighton,Will Hughes,Watford,1,26
21967,0,0,29.2,0,24.6,2020-02-23 14:00:00,Man Utd,Will Hughes,Watford,2,27
21968,0,1,11.2,0,10.0,2020-02-29 17:30:00,Liverpool,Will Hughes,Watford,3,28
21969,0,0,4.6,0,6.6,2020-03-07 15:00:00,Crystal Palace,Will Hughes,Watford,2,29
21970,0,0,32.0,0,23.8,2020-06-20 11:30:00,Leicester,Will Hughes,Watford,2,30
21971,0,0,15.5,0,5.0,2020-06-25 17:00:00,Burnley,Will Hughes,Watford,2,31
21972,0,0,3.0,0,5.8,2020-06-28 15:30:00,Southampton,Will Hughes,Watford,2,32
21973,0,0,16.3,0,23.2,2020-07-04 19:00:00,Chelsea,Will Hughes,Watford,2,33
21974,0,0,30.0,0,10.4,2020-07-07 17:00:00,Norwich,Will Hughes,Watford,0,34
21975,0,0,40.3,0,11.8,2020-07-11 11:30:00,Newcastle United,Will Hughes,Watford,1,35
21976,0,0,28.4,0,15.4,2020-07-17 19:00:00,West Ham,Will Hughes,Watford,1,36
21977,0,0,0.4,0,14.4,2020-07-21 17:00:00,Man City,Will Hughes,Watford,1,37
21978,0,0,24.8,0,4.8,2020-07-26 15:00:00,Arsenal,Will Hughes,Watford,1,38
21979,0,0,0.0,0,0.0,2019-08-11 13:00:00,Leicester,Will Norris,Wolves,0,1
21980,0,0,0.0,0,0.0,2019-08-19 19:00:00,Man Utd,Will Norris,Wolves,0,2
21981,0,0,0.0,0,0.0,2019-08-25 15:30:00,Burnley,Will Norris,Wolves,0,3
21982,0,0,0.0,0,0.0,2019-09-01 13:00:00,Everton,Will Norris,Wolves,0,4
21983,0,0,0.0,0,0.0,2019-09-14 14:00:00,Chelsea,Will Norris,Wolves,0,5
21984,0,0,0.0,0,0.0,2019-09-22 13:00:00,Crystal Palace,Will Norris,Wolves,0,6
21985,0,0,0.0,0,0.0,2019-09-28 14:00:00,Watford,Will Norris,Wolves,0,7
21986,0,0,0.0,0,0.0,2019-10-06 13:00:00,Man City,Will Norris,Wolves,0,8
21987,0,0,0.0,0,0.0,2019-10-19 14:00:00,Southampton,Will Norris,Wolves,0,9
21988,0,0,0.0,0,0.0,2019-10-27 14:00:00,Newcastle United,Will Norris,Wolves,0,10
21989,0,0,0.0,0,0.0,2019-11-02 15:00:00,Arsenal,Will Norris,Wolves,0,11
21990,0,0,0.0,0,0.0,2019-11-10 14:00:00,Aston Villa,Will Norris,Wolves,0,12
21991,0,0,0.0,0,0.0,2019-11-23 15:00:00,Bournemouth,Will Norris,Wolves,0,13
21992,0,0,0.0,0,0.0,2019-12-01 14:00:00,Sheffield United,Will Norris,Wolves,0,14
21993,0,0,0.0,0,0.0,2019-12-04 19:30:00,West Ham,Will Norris,Wolves,0,15
21994,0,0,0.0,0,0.0,2019-12-08 16:30:00,Brighton,Will Norris,Wolves,0,16
21995,0,0,0.0,0,0.0,2019-12-15 14:00:00,Tottenham,Will Norris,Wolves,0,17
21996,0,0,0.0,0,0.0,2019-12-21 15:00:00,Norwich,Will Norris,Wolves,0,18
21997,0,0,0.0,0,0.0,2019-12-27 19:45:00,Man City,Will Norris,Wolves,0,19
21998,0,0,0.0,0,0.0,2019-12-29 16:30:00,Liverpool,Will Norris,Wolves,0,20
21999,0,0,0.0,0,0.0,2020-01-01 15:00:00,Watford,Will Norris,Wolves,0,21
22000,0,0,0.0,0,0.0,2020-01-11 15:00:00,Newcastle United,Will Norris,Wolves,0,22
22001,0,0,0.0,0,0.0,2020-01-18 15:00:00,Southampton,Will Norris,Wolves,0,23
22002,0,0,0.0,0,0.0,2020-01-23 20:00:00,Liverpool,Will Norris,Wolves,0,24
22003,0,0,0.0,0,0.0,2020-02-01 17:30:00,Man Utd,Will Norris,Wolves,0,25
22004,0,0,0.0,0,0.0,2020-02-14 20:00:00,Leicester,Will Norris,Wolves,0,26
22005,0,0,0.0,0,0.0,2020-02-23 14:00:00,Norwich,Will Norris,Wolves,0,27
22006,0,0,0.0,0,0.0,2020-03-01 14:00:00,Tottenham,Will Norris,Wolves,0,28
22007,0,0,0.0,0,0.0,2020-03-07 15:00:00,Brighton,Will Norris,Wolves,0,29
22008,0,0,0.0,0,0.0,2020-06-20 16:30:00,West Ham,Will Norris,Wolves,0,30
22009,0,0,0.0,0,0.0,2020-06-24 17:00:00,Bournemouth,Will Norris,Wolves,0,31
22010,0,0,0.0,0,0.0,2020-06-27 11:30:00,Aston Villa,Will Norris,Wolves,0,32
22011,0,0,0.0,0,0.0,2020-07-04 16:30:00,Arsenal,Will Norris,Wolves,0,33
22012,0,0,0.0,0,0.0,2020-07-08 17:00:00,Sheffield United,Will Norris,Wolves,0,34
22013,0,0,0.0,0,0.0,2020-07-12 11:00:00,Everton,Will Norris,Wolves,0,35
22014,0,0,0.0,0,0.0,2020-07-15 17:00:00,Burnley,Will Norris,Wolves,0,36
22015,0,0,0.0,0,0.0,2020-07-20 19:15:00,Crystal Palace,Will Norris,Wolves,0,37
22016,0,0,0.0,0,0.0,2020-07-26 15:00:00,Chelsea,Will Norris,Wolves,0,38
22017,0,0,0.0,0,0.0,2019-12-28 15:00:00,Crystal Palace,William Smallbone,Southampton,0,20
22018,0,0,0.0,0,0.0,2020-01-01 15:00:00,Tottenham,William Smallbone,Southampton,0,21
22019,0,0,0.0,0,0.0,2020-01-11 15:00:00,Leicester,William Smallbone,Southampton,0,22
22020,0,0,0.0,0,0.0,2020-01-18 15:00:00,Wolves,William Smallbone,Southampton,0,23
22021,0,0,0.0,0,0.0,2020-01-21 19:30:00,Crystal Palace,William Smallbone,Southampton,0,24
22022,0,0,0.0,0,0.0,2020-02-01 15:00:00,Liverpool,William Smallbone,Southampton,0,25
22023,0,0,0.0,0,0.0,2020-02-15 12:30:00,Burnley,William Smallbone,Southampton,0,26
22024,0,1,2.8,0,8.4,2020-02-22 15:00:00,Aston Villa,William Smallbone,Southampton,3,27
22025,0,0,7.5,0,15.0,2020-02-29 15:00:00,West Ham,William Smallbone,Southampton,2,28
22026,0,0,0.0,0,0.0,2020-03-07 15:00:00,Newcastle United,William Smallbone,Southampton,0,29
22027,0,0,0.0,0,0.0,2020-06-19 17:00:00,Norwich,William Smallbone,Southampton,1,30
22028,0,0,0.0,0,0.0,2020-06-25 17:00:00,Arsenal,William Smallbone,Southampton,0,31
