,assists,clean_sheets,creativity,goals_scored,influence,kickoff_time,opponent_team,full,team,total_points,round
6679,0,0,12.7,0,17.8,2020-07-11 11:30:00,West Ham,Emiliano Buend?a,Norwich,2,35
6680,0,0,0.1,0,0.0,2020-07-14 19:15:00,Chelsea,Emiliano Buend?a,Norwich,0,36
6681,0,0,28.3,0,0.0,2020-07-18 16:30:00,Burnley,Emiliano Buend?a,Norwich,-2,37
6682,0,0,0.0,0,0.0,2020-07-26 15:00:00,Man City,Emiliano Buend?a,Norwich,0,38
6683,0,0,0.0,0,0.0,2019-08-11 13:00:00,Newcastle United,Emiliano Mart?nez,Arsenal,0,1
6684,0,0,0.0,0,0.0,2019-08-17 11:30:00,Burnley,Emiliano Mart?nez,Arsenal,0,2
6685,0,0,0.0,0,0.0,2019-08-24 16:30:00,Liverpool,Emiliano Mart?nez,Arsenal,0,3
6686,0,0,0.0,0,0.0,2019-09-01 15:30:00,Tottenham,Emiliano Mart?nez,Arsenal,0,4
6687,0,0,0.0,0,0.0,2019-09-15 15:30:00,Watford,Emiliano Mart?nez,Arsenal,0,5
6688,0,0,0.0,0,0.0,2019-09-22 15:30:00,Aston Villa,Emiliano Mart?nez,Arsenal,0,6
6689,0,0,0.0,0,0.0,2019-09-30 19:00:00,Man Utd,Emiliano Mart?nez,Arsenal,0,7
6690,0,0,0.0,0,0.0,2019-10-06 13:00:00,Bournemouth,Emiliano Mart?nez,Arsenal,0,8
6691,0,0,0.0,0,0.0,2019-10-21 19:00:00,Sheffield United,Emiliano Mart?nez,Arsenal,0,9
6692,0,0,0.0,0,0.0,2019-10-27 16:30:00,Crystal Palace,Emiliano Mart?nez,Arsenal,0,10
6693,0,0,0.0,0,0.0,2019-11-02 15:00:00,Wolves,Emiliano Mart?nez,Arsenal,0,11
6694,0,0,0.0,0,0.0,2019-11-09 17:30:00,Leicester,Emiliano Mart?nez,Arsenal,0,12
6695,0,0,0.0,0,0.0,2019-11-23 15:00:00,Southampton,Emiliano Mart?nez,Arsenal,0,13
6696,0,0,0.0,0,0.0,2019-12-01 14:00:00,Norwich,Emiliano Mart?nez,Arsenal,0,14
6697,0,0,0.0,0,0.0,2019-12-05 20:15:00,Brighton,Emiliano Mart?nez,Arsenal,0,15
6698,0,0,0.0,0,0.0,2019-12-09 20:00:00,West Ham,Emiliano Mart?nez,Arsenal,0,16
6699,0,0,0.0,0,0.0,2019-12-15 16:30:00,Man City,Emiliano Mart?nez,Arsenal,0,17
6700,0,0,0.0,0,0.0,2019-12-21 12:30:00,Everton,Emiliano Mart?nez,Arsenal,0,18
6701,0,0,0.0,0,0.0,2019-12-26 15:00:00,Bournemouth,Emiliano Mart?nez,Arsenal,0,19
6702,0,0,0.0,0,0.0,2019-12-29 14:00:00,Chelsea,Emiliano Mart?nez,Arsenal,0,20
6703,0,0,0.0,0,0.0,2020-01-01 20:00:00,Man Utd,Emiliano Mart?nez,Arsenal,0,21
6704,0,0,0.0,0,0.0,2020-01-11 12:30:00,Crystal Palace,Emiliano Mart?nez,Arsenal,0,22
6705,0,0,0.0,0,0.0,2020-01-18 15:00:00,Sheffield United,Emiliano Mart?nez,Arsenal,0,23
6706,0,0,0.0,0,0.0,2020-01-21 20:15:00,Chelsea,Emiliano Mart?nez,Arsenal,0,24
6707,0,0,0.0,0,0.0,2020-02-02 14:00:00,Burnley,Emiliano Mart?nez,Arsenal,0,25
6708,0,0,0.0,0,0.0,2020-02-16 16:30:00,Newcastle United,Emiliano Mart?nez,Arsenal,0,26
6709,0,0,0.0,0,0.0,2020-02-23 16:30:00,Everton,Emiliano Mart?nez,Arsenal,0,27
6710,0,0,0.0,0,0.0,2020-03-07 15:00:00,West Ham,Emiliano Mart?nez,Arsenal,0,29
6711,0,0,0.0,0,0.0,2020-06-17 19:15:00,Man City,Emiliano Mart?nez,Arsenal,0,30
6712,0,0,0.0,0,26.6,2020-06-20 14:00:00,Brighton,Emiliano Mart?nez,Arsenal,1,30
6713,0,1,0.0,0,23.8,2020-06-25 17:00:00,Southampton,Emiliano Mart?nez,Arsenal,8,31
6714,0,1,0.0,0,13.2,2020-07-01 17:00:00,Norwich,Emiliano Mart?nez,Arsenal,5,32
6715,0,1,0.0,0,11.6,2020-07-04 16:30:00,Wolves,Emiliano Mart?nez,Arsenal,6,33
6716,0,0,0.0,0,31.8,2020-07-07 19:15:00,Leicester,Emiliano Mart?nez,Arsenal,3,34
6717,0,0,0.0,0,49.0,2020-07-12 15:30:00,Tottenham,Emiliano Mart?nez,Arsenal,3,35
6718,0,0,0.0,0,54.8,2020-07-15 19:15:00,Liverpool,Emiliano Mart?nez,Arsenal,4,36
6719,0,0,0.0,0,14.8,2020-07-21 19:15:00,Aston Villa,Emiliano Mart?nez,Arsenal,2,37
6720,0,0,0.0,0,31.2,2020-07-26 15:00:00,Watford,Emiliano Mart?nez,Arsenal,1,38
6721,0,0,3.1,0,10.2,2019-08-10 14:00:00,Bournemouth,Enda Stevens,Sheffield United,2,1
6722,0,1,13.2,0,16.4,2019-08-18 13:00:00,Crystal Palace,Enda Stevens,Sheffield United,7,2
6723,0,0,3.8,0,19.4,2019-08-24 14:00:00,Leicester,Enda Stevens,Sheffield United,1,3
6724,1,0,12.3,0,28.2,2019-08-31 14:00:00,Chelsea,Enda Stevens,Sheffield United,5,4
6725,0,0,23.7,0,9.4,2019-09-14 14:00:00,Southampton,Enda Stevens,Sheffield United,2,5
6726,0,1,1.7,0,23.6,2019-09-21 14:00:00,Everton,Enda Stevens,Sheffield United,8,6
6727,0,0,47.4,0,19.6,2019-09-28 11:30:00,Liverpool,Enda Stevens,Sheffield United,2,7
6728,0,1,7.7,0,12.0,2019-10-05 14:00:00,Watford,Enda Stevens,Sheffield United,6,8
6729,0,1,2.8,0,13.4,2019-10-21 19:00:00,Arsenal,Enda Stevens,Sheffield United,6,9
6730,1,0,13.8,0,23.2,2019-10-26 14:00:00,West Ham,Enda Stevens,Sheffield United,4,10
6731,0,1,26.2,0,16.8,2019-11-02 15:00:00,Burnley,Enda Stevens,Sheffield United,6,11
6732,0,0,17.4,0,22.0,2019-11-09 15:00:00,Tottenham,Enda Stevens,Sheffield United,2,12
6733,0,0,18.6,0,9.6,2019-11-24 16:30:00,Man Utd,Enda Stevens,Sheffield United,1,13
6734,0,0,17.7,0,23.0,2019-12-01 14:00:00,Wolves,Enda Stevens,Sheffield United,1,14
6735,0,0,31.3,0,18.6,2019-12-05 19:30:00,Newcastle United,Enda Stevens,Sheffield United,1,15
6736,0,0,7.8,1,42.8,2019-12-08 14:00:00,Norwich,Enda Stevens,Sheffield United,9,16
6737,0,1,16.7,0,13.2,2019-12-14 15:00:00,Aston Villa,Enda Stevens,Sheffield United,6,17
6738,0,1,27.4,0,16.8,2019-12-21 15:00:00,Brighton,Enda Stevens,Sheffield United,5,18
6739,0,0,24.4,0,14.6,2019-12-26 15:00:00,Watford,Enda Stevens,Sheffield United,2,19
6740,0,0,28.3,0,11.6,2019-12-29 18:00:00,Man City,Enda Stevens,Sheffield United,0,20
6741,0,0,3.4,0,12.0,2020-01-02 20:00:00,Liverpool,Enda Stevens,Sheffield United,1,21
6742,0,1,18.0,0,15.4,2020-01-10 20:00:00,West Ham,Enda Stevens,Sheffield United,8,22
6743,0,0,30.4,0,32.8,2020-01-18 15:00:00,Arsenal,Enda Stevens,Sheffield United,3,23
6744,0,0,20.1,0,16.6,2020-01-21 19:30:00,Man City,Enda Stevens,Sheffield United,2,24
6745,0,1,5.3,0,10.2,2020-02-01 15:00:00,Crystal Palace,Enda Stevens,Sheffield United,6,25
6746,0,0,32.6,0,17.4,2020-02-09 14:00:00,Bournemouth,Enda Stevens,Sheffield United,1,26
6747,0,0,6.9,1,42.8,2020-02-22 15:00:00,Brighton,Enda Stevens,Sheffield United,7,27
6748,0,1,12.8,0,5.8,2020-03-07 15:00:00,Norwich,Enda Stevens,Sheffield United,6,29
6749,0,1,4.2,0,8.6,2020-06-17 17:00:00,Aston Villa,Enda Stevens,Sheffield United,6,30
6750,0,0,4.0,0,5.6,2020-06-21 13:00:00,Newcastle United,Enda Stevens,Sheffield United,1,30
6751,0,0,2.9,0,6.4,2020-06-24 17:00:00,Man Utd,Enda Stevens,Sheffield United,1,31
6752,1,0,12.6,0,30.0,2020-07-02 17:00:00,Tottenham,Enda Stevens,Sheffield United,5,32
6753,0,0,12.9,0,7.2,2020-07-05 11:00:00,Burnley,Enda Stevens,Sheffield United,2,33
6754,0,1,2.3,0,13.4,2020-07-08 17:00:00,Wolves,Enda Stevens,Sheffield United,5,34
6755,1,1,16.9,0,26.0,2020-07-11 16:30:00,Chelsea,Enda Stevens,Sheffield United,9,35
6756,0,0,5.4,0,12.0,2020-07-16 17:00:00,Leicester,Enda Stevens,Sheffield United,1,36
6757,0,0,17.3,0,11.8,2020-07-20 17:00:00,Everton,Enda Stevens,Sheffield United,2,37
6758,0,0,1.2,0,2.6,2020-07-26 15:00:00,Southampton,Enda Stevens,Sheffield United,0,38
6759,0,0,0.0,0,0.0,2019-08-11 15:30:00,Chelsea,Eric Bailly,Man Utd,0,1
6760,0,0,0.0,0,0.0,2019-08-19 19:00:00,Wolves,Eric Bailly,Man Utd,0,2
6761,0,0,0.0,0,0.0,2019-08-24 14:00:00,Crystal Palace,Eric Bailly,Man Utd,0,3
6762,0,0,0.0,0,0.0,2019-08-31 11:30:00,Southampton,Eric Bailly,Man Utd,0,4
6763,0,0,0.0,0,0.0,2019-09-14 14:00:00,Leicester,Eric Bailly,Man Utd,0,5
6764,0,0,0.0,0,0.0,2019-09-22 13:00:00,West Ham,Eric Bailly,Man Utd,0,6
6765,0,0,0.0,0,0.0,2019-09-30 19:00:00,Arsenal,Eric Bailly,Man Utd,0,7
6766,0,0,0.0,0,0.0,2019-10-06 15:30:00,Newcastle United,Eric Bailly,Man Utd,0,8
6767,0,0,0.0,0,0.0,2019-10-20 15:30:00,Liverpool,Eric Bailly,Man Utd,0,9
6768,0,0,0.0,0,0.0,2019-10-27 16:30:00,Norwich,Eric Bailly,Man Utd,0,10
6769,0,0,0.0,0,0.0,2019-11-02 12:30:00,Bournemouth,Eric Bailly,Man Utd,0,11
6770,0,0,0.0,0,0.0,2019-11-10 14:00:00,Brighton,Eric Bailly,Man Utd,0,12
6771,0,0,0.0,0,0.0,2019-11-24 16:30:00,Sheffield United,Eric Bailly,Man Utd,0,13
6772,0,0,0.0,0,0.0,2019-12-01 16:30:00,Aston Villa,Eric Bailly,Man Utd,0,14
6773,0,0,0.0,0,0.0,2019-12-04 19:30:00,Tottenham,Eric Bailly,Man Utd,0,15
6774,0,0,0.0,0,0.0,2019-12-07 17:30:00,Man City,Eric Bailly,Man Utd,0,16
6775,0,0,0.0,0,0.0,2019-12-15 14:00:00,Everton,Eric Bailly,Man Utd,0,17
6776,0,0,0.0,0,0.0,2019-12-22 14:00:00,Watford,Eric Bailly,Man Utd,0,18
6777,0,0,0.0,0,0.0,2019-12-26 17:30:00,Newcastle United,Eric Bailly,Man Utd,0,19
6778,0,0,0.0,0,0.0,2019-12-28 19:45:00,Burnley,Eric Bailly,Man Utd,0,20
6779,0,0,0.0,0,0.0,2020-01-01 20:00:00,Arsenal,Eric Bailly,Man Utd,0,21
6780,0,0,0.0,0,0.0,2020-01-11 15:00:00,Norwich,Eric Bailly,Man Utd,0,22
6781,0,0,0.0,0,0.0,2020-01-19 16:30:00,Liverpool,Eric Bailly,Man Utd,0,23
6782,0,0,0.0,0,0.0,2020-01-22 20:15:00,Burnley,Eric Bailly,Man Utd,0,24
6783,0,0,0.0,0,0.0,2020-02-01 17:30:00,Wolves,Eric Bailly,Man Utd,0,25
6784,0,1,0.7,0,25.0,2020-02-17 20:00:00,Chelsea,Eric Bailly,Man Utd,6,26
6785,0,0,0.0,0,0.0,2020-02-23 14:00:00,Watford,Eric Bailly,Man Utd,0,27
6786,0,0,0.0,0,0.0,2020-03-01 14:00:00,Everton,Eric Bailly,Man Utd,0,28
6787,0,0,0.0,0,6.4,2020-03-08 16:30:00,Man City,Eric Bailly,Man Utd,1,29
6788,0,0,0.0,0,0.6,2020-06-19 19:15:00,Tottenham,Eric Bailly,Man Utd,1,30
6789,0,0,0.0,0,0.0,2020-06-24 17:00:00,Sheffield United,Eric Bailly,Man Utd,0,31
6790,0,0,0.0,0,0.0,2020-06-30 19:15:00,Brighton,Eric Bailly,Man Utd,0,32
6791,0,0,0.3,0,0.0,2020-07-04 14:00:00,Bournemouth,Eric Bailly,Man Utd,1,33
6792,0,0,0.0,0,0.0,2020-07-09 19:15:00,Aston Villa,Eric Bailly,Man Utd,0,34
6793,0,0,0.0,0,0.0,2020-07-13 19:00:00,Southampton,Eric Bailly,Man Utd,0,35
6794,0,0,0.0,0,0.0,2020-07-16 19:15:00,Crystal Palace,Eric Bailly,Man Utd,0,36
6795,0,0,0.0,0,0.0,2020-07-22 17:00:00,West Ham,Eric Bailly,Man Utd,0,37
6796,0,0,0.0,0,0.0,2020-07-26 15:00:00,Leicester,Eric Bailly,Man Utd,0,38
6797,0,0,0.0,0,0.0,2019-08-10 16:30:00,Aston Villa,Eric Dier,Tottenham,0,1
6798,0,0,0.0,0,0.0,2019-08-17 16:30:00,Man City,Eric Dier,Tottenham,0,2
6799,0,0,0.0,0,0.0,2019-08-25 15:30:00,Newcastle United,Eric Dier,Tottenham,0,3
6800,0,0,0.0,0,0.0,2019-09-01 15:30:00,Arsenal,Eric Dier,Tottenham,0,4
6801,0,0,0.0,0,0.0,2019-09-14 14:00:00,Crystal Palace,Eric Dier,Tottenham,0,5
6802,0,0,0.0,0,0.0,2019-09-21 11:30:00,Leicester,Eric Dier,Tottenham,0,6
6803,0,0,0.2,0,3.2,2019-09-28 14:00:00,Southampton,Eric Dier,Tottenham,1,7
6804,0,0,11.0,0,15.8,2019-10-05 11:30:00,Brighton,Eric Dier,Tottenham,1,8
6805,0,0,0.0,0,0.0,2019-10-19 14:00:00,Watford,Eric Dier,Tottenham,0,9
6806,0,0,0.0,0,0.0,2019-10-27 16:30:00,Liverpool,Eric Dier,Tottenham,0,10
6807,0,0,0.0,0,0.0,2019-11-03 16:30:00,Everton,Eric Dier,Tottenham,0,11
6808,0,0,3.3,0,17.4,2019-11-09 15:00:00,Sheffield United,Eric Dier,Tottenham,1,12
6809,0,0,13.3,0,11.2,2019-11-23 12:30:00,West Ham,Eric Dier,Tottenham,2,13
6810,0,0,13.5,0,19.2,2019-11-30 15:00:00,Bournemouth,Eric Dier,Tottenham,2,14
6811,0,0,0.0,0,0.0,2019-12-04 19:30:00,Man Utd,Eric Dier,Tottenham,0,15
6812,0,1,12.3,0,15.4,2019-12-07 15:00:00,Burnley,Eric Dier,Tottenham,2,16
6813,1,0,15.6,0,35.2,2019-12-15 14:00:00,Wolves,Eric Dier,Tottenham,4,17
6814,0,0,1.1,0,1.2,2019-12-22 16:30:00,Chelsea,Eric Dier,Tottenham,1,18
6815,0,0,0.0,0,5.4,2019-12-26 12:30:00,Brighton,Eric Dier,Tottenham,1,19
6816,0,0,0.0,0,0.0,2019-12-28 17:30:00,Norwich,Eric Dier,Tottenham,0,20
6817,0,0,0.0,0,0.0,2020-01-01 15:00:00,Southampton,Eric Dier,Tottenham,0,21
6818,0,0,0.0,0,0.0,2020-01-11 17:30:00,Liverpool,Eric Dier,Tottenham,0,22
6819,0,0,0.0,0,0.0,2020-01-18 12:30:00,Watford,Eric Dier,Tottenham,0,23
6820,0,0,0.3,0,5.8,2020-01-22 19:30:00,Norwich,Eric Dier,Tottenham,1,24
6821,0,0,0.3,0,5.6,2020-02-02 16:30:00,Man City,Eric Dier,Tottenham,1,25
6822,1,0,14.3,0,26.0,2020-02-16 14:00:00,Aston Villa,Eric Dier,Tottenham,4,26
6823,0,0,0.0,0,0.0,2020-02-22 12:30:00,Chelsea,Eric Dier,Tottenham,0,27
6824,0,0,0.3,0,25.4,2020-03-01 14:00:00,Wolves,Eric Dier,Tottenham,2,28
6825,0,0,1.9,0,26.6,2020-03-07 17:30:00,Burnley,Eric Dier,Tottenham,2,29
6826,0,0,0.1,0,14.6,2020-06-19 19:15:00,Man Utd,Eric Dier,Tottenham,2,30
6827,0,1,1.1,0,16.4,2020-06-23 19:15:00,West Ham,Eric Dier,Tottenham,3,31
6828,0,0,10.8,0,22.0,2020-07-02 17:00:00,Sheffield United,Eric Dier,Tottenham,2,32
6829,0,1,0.2,0,12.6,2020-07-06 19:00:00,Everton,Eric Dier,Tottenham,3,33
6830,0,0,0.0,0,0.0,2020-07-09 17:00:00,Bournemouth,Eric Dier,Tottenham,0,34
6831,0,0,0.0,0,0.0,2020-07-12 15:30:00,Arsenal,Eric Dier,Tottenham,0,35
6832,0,0,0.0,0,0.0,2020-07-15 17:00:00,Newcastle United,Eric Dier,Tottenham,0,36
6833,0,0,0.0,0,0.0,2020-07-19 15:00:00,Leicester,Eric Dier,Tottenham,0,37
6834,0,0,0.6,0,18.2,2020-07-26 15:00:00,Crystal Palace,Eric Dier,Tottenham,1,38
6835,0,0,0.6,0,9.6,2019-09-21 14:00:00,Watford,Eric Garcia,Man City,1,6
6836,0,0,0.0,0,0.0,2019-09-28 16:30:00,Everton,Eric Garcia,Man City,0,7
6837,0,0,0.0,0,0.0,2019-10-06 13:00:00,Wolves,Eric Garcia,Man City,0,8
6838,0,0,0.0,0,0.0,2019-10-19 16:30:00,Crystal Palace,Eric Garcia,Man City,0,9
6839,0,0,0.0,0,0.0,2019-10-26 11:30:00,Aston Villa,Eric Garcia,Man City,0,10
6840,0,0,0.0,0,0.0,2019-11-02 15:00:00,Southampton,Eric Garcia,Man City,0,11
6841,0,0,0.0,0,0.0,2019-11-10 16:30:00,Liverpool,Eric Garcia,Man City,0,12
6842,0,0,0.0,0,0.0,2019-11-23 17:30:00,Chelsea,Eric Garcia,Man City,0,13
6843,0,0,0.0,0,0.0,2019-11-30 12:30:00,Newcastle United,Eric Garcia,Man City,0,14
6844,0,0,0.0,0,0.2,2019-12-03 20:15:00,Burnley,Eric Garcia,Man City,1,15
6845,0,0,0.0,0,0.0,2019-12-07 17:30:00,Man Utd,Eric Garcia,Man City,0,16
6846,0,0,0.0,0,0.0,2019-12-15 16:30:00,Arsenal,Eric Garcia,Man City,0,17
6847,0,0,0.0,0,0.0,2019-12-21 17:30:00,Leicester,Eric Garcia,Man City,0,18
6848,0,0,0.3,0,10.8,2019-12-27 19:45:00,Wolves,Eric Garcia,Man City,0,19
6849,0,1,2.8,0,16.6,2019-12-29 18:00:00,Sheffield United,Eric Garcia,Man City,6,20
6850,0,0,1.8,0,19.2,2020-01-01 17:30:00,Everton,Eric Garcia,Man City,2,21
6851,0,0,0.0,0,0.0,2020-01-12 16:30:00,Aston Villa,Eric Garcia,Man City,0,22
6852,0,0,0.0,0,0.0,2020-01-18 15:00:00,Crystal Palace,Eric Garcia,Man City,0,23
6853,0,0,0.0,0,3.0,2020-01-21 19:30:00,Sheffield United,Eric Garcia,Man City,1,24
6854,0,0,0.0,0,0.0,2020-02-02 16:30:00,Tottenham,Eric Garcia,Man City,0,25
6855,0,0,0.0,0,0.0,2020-02-19 19:30:00,West Ham,Eric Garcia,Man City,0,26
6856,0,0,0.0,0,0.0,2020-02-22 17:30:00,Leicester,Eric Garcia,Man City,0,27
6857,0,0,0.0,0,0.0,2020-03-08 16:30:00,Man Utd,Eric Garcia,Man City,0,29
6858,0,1,1.1,0,8.0,2020-06-17 19:15:00,Arsenal,Eric Garcia,Man City,6,30
6859,0,0,0.0,0,0.0,2020-06-22 19:00:00,Burnley,Eric Garcia,Man City,0,30
6860,0,0,0.0,0,0.0,2020-06-25 19:15:00,Chelsea,Eric Garcia,Man City,0,31
6861,0,1,0.3,0,13.2,2020-07-02 19:15:00,Liverpool,Eric Garcia,Man City,6,32
6862,0,0,2.9,0,17.2,2020-07-05 18:00:00,Southampton,Eric Garcia,Man City,2,33
6863,0,0,0.0,0,0.0,2020-07-08 17:00:00,Newcastle United,Eric Garcia,Man City,0,34
6864,0,1,1.0,0,16.6,2020-07-11 19:00:00,Brighton,Eric Garcia,Man City,6,35
6865,0,0,15.0,0,15.6,2020-07-15 17:00:00,Bournemouth,Eric Garcia,Man City,0,36
6866,0,1,3.7,0,14.8,2020-07-21 17:00:00,Watford,Eric Garcia,Man City,6,37
6867,0,0,12.7,0,8.2,2020-07-26 15:00:00,Norwich,Eric Garcia,Man City,1,38
6868,0,0,38.3,0,11.6,2019-08-10 16:30:00,Aston Villa,Erik Lamela,Tottenham,1,1
6869,1,0,15.1,1,57.8,2019-08-17 16:30:00,Man City,Erik Lamela,Tottenham,12,2
6870,0,0,14.5,0,3.4,2019-08-25 15:30:00,Newcastle United,Erik Lamela,Tottenham,2,3
6871,1,0,11.9,0,2.8,2019-09-01 15:30:00,Arsenal,Erik Lamela,Tottenham,3,4
6872,0,1,19.2,1,38.0,2019-09-14 14:00:00,Crystal Palace,Erik Lamela,Tottenham,8,5
6873,0,0,39.6,0,11.4,2019-09-21 11:30:00,Leicester,Erik Lamela,Tottenham,2,6
6874,0,0,11.8,0,8.8,2019-09-28 14:00:00,Southampton,Erik Lamela,Tottenham,1,7
6875,0,0,24.9,0,18.4,2019-10-05 11:30:00,Brighton,Erik Lamela,Tottenham,2,8
6876,0,0,27.2,0,7.6,2019-10-19 14:00:00,Watford,Erik Lamela,Tottenham,1,9
6877,0,0,0.0,0,0.0,2019-10-27 16:30:00,Liverpool,Erik Lamela,Tottenham,0,10
6878,0,0,0.0,0,0.0,2019-11-03 16:30:00,Everton,Erik Lamela,Tottenham,0,11
6879,0,0,0.0,0,0.0,2019-11-09 15:00:00,Sheffield United,Erik Lamela,Tottenham,0,12
6880,0,0,0.0,0,0.0,2019-11-23 12:30:00,West Ham,Erik Lamela,Tottenham,0,13
6881,0,0,0.0,0,0.0,2019-11-30 15:00:00,Bournemouth,Erik Lamela,Tottenham,0,14
6882,0,0,0.0,0,0.0,2019-12-04 19:30:00,Man Utd,Erik Lamela,Tottenham,0,15
6883,0,0,0.0,0,0.0,2019-12-07 15:00:00,Burnley,Erik Lamela,Tottenham,0,16
6884,0,0,0.0,0,0.0,2019-12-15 14:00:00,Wolves,Erik Lamela,Tottenham,0,17
6885,0,0,0.0,0,0.0,2019-12-22 16:30:00,Chelsea,Erik Lamela,Tottenham,0,18
6886,0,0,0.0,0,0.0,2019-12-26 12:30:00,Brighton,Erik Lamela,Tottenham,0,19
6887,0,0,2.2,0,3.8,2019-12-28 17:30:00,Norwich,Erik Lamela,Tottenham,1,20
6888,0,0,0.8,0,2.4,2020-01-01 15:00:00,Southampton,Erik Lamela,Tottenham,1,21
6889,0,0,0.5,0,6.6,2020-01-11 17:30:00,Liverpool,Erik Lamela,Tottenham,1,22
6890,0,1,13.5,0,0.0,2020-01-18 12:30:00,Watford,Erik Lamela,Tottenham,3,23
6891,0,1,2.9,0,7.2,2020-01-22 19:30:00,Norwich,Erik Lamela,Tottenham,3,24
6892,0,0,1.7,0,1.0,2020-02-02 16:30:00,Man City,Erik Lamela,Tottenham,1,25
6893,0,0,0.0,0,0.0,2020-02-16 14:00:00,Aston Villa,Erik Lamela,Tottenham,0,26
6894,1,0,3.5,0,4.8,2020-02-22 12:30:00,Chelsea,Erik Lamela,Tottenham,4,27
6895,0,0,0.0,0,0.0,2020-03-01 14:00:00,Wolves,Erik Lamela,Tottenham,0,28
6896,1,0,22.8,0,6.4,2020-03-07 17:30:00,Burnley,Erik Lamela,Tottenham,4,29
6897,0,1,4.7,0,2.6,2020-06-19 19:15:00,Man Utd,Erik Lamela,Tottenham,3,30
6898,0,0,2.4,0,1.6,2020-06-23 19:15:00,West Ham,Erik Lamela,Tottenham,1,31
6899,0,0,4.2,0,5.2,2020-07-02 17:00:00,Sheffield United,Erik Lamela,Tottenham,1,32
6900,0,0,0.3,0,4.2,2020-07-06 19:00:00,Everton,Erik Lamela,Tottenham,1,33
6901,0,1,21.1,0,12.0,2020-07-09 17:00:00,Bournemouth,Erik Lamela,Tottenham,3,34
6902,0,0,0.0,0,0.0,2020-07-12 15:30:00,Arsenal,Erik Lamela,Tottenham,1,35
6903,1,0,0.8,0,8.6,2020-07-15 17:00:00,Newcastle United,Erik Lamela,Tottenham,4,36
6904,0,0,0.3,0,0.0,2020-07-19 15:00:00,Leicester,Erik Lamela,Tottenham,1,37
6905,0,0,0.0,0,0.0,2020-07-26 15:00:00,Crystal Palace,Erik Lamela,Tottenham,0,38
6906,2,1,25.1,0,56.8,2019-08-10 14:00:00,Southampton,Erik Pieters,Burnley,14,1
6907,0,0,5.3,0,16.8,2019-08-17 11:30:00,Arsenal,Erik Pieters,Burnley,1,2
6908,0,0,11.3,0,4.6,2019-08-25 15:30:00,Wolves,Erik Pieters,Burnley,2,3
6909,0,0,1.3,0,21.4,2019-08-31 16:30:00,Liverpool,Erik Pieters,Burnley,1,4
6910,0,0,15.9,0,19.2,2019-09-14 14:00:00,Brighton,Erik Pieters,Burnley,2,5
6911,0,1,13.7,0,16.6,2019-09-21 14:00:00,Norwich,Erik Pieters,Burnley,7,6
6912,1,0,29.2,0,33.0,2019-09-28 14:00:00,Aston Villa,Erik Pieters,Burnley,6,7
6913,0,0,14.6,0,4.8,2019-10-05 14:00:00,Everton,Erik Pieters,Burnley,1,8
6914,0,0,1.8,0,16.2,2019-10-19 14:00:00,Leicester,Erik Pieters,Burnley,1,9
6915,0,0,2.7,0,13.6,2019-10-26 16:30:00,Chelsea,Erik Pieters,Burnley,-1,10
6916,0,0,10.9,0,4.4,2019-11-02 15:00:00,Sheffield United,Erik Pieters,Burnley,0,11
6917,0,0,0.0,0,0.0,2019-11-09 15:00:00,West Ham,Erik Pieters,Burnley,0,12
6918,0,0,0.0,0,0.0,2019-11-23 15:00:00,Watford,Erik Pieters,Burnley,0,13
6919,0,0,0.8,0,0.0,2019-11-30 15:00:00,Crystal Palace,Erik Pieters,Burnley,0,14
6920,0,0,0.8,0,5.2,2019-12-03 20:15:00,Man City,Erik Pieters,Burnley,0,15
6921,0,0,16.8,0,17.2,2019-12-07 15:00:00,Tottenham,Erik Pieters,Burnley,0,16
6922,0,1,2.5,0,8.8,2019-12-14 15:00:00,Newcastle United,Erik Pieters,Burnley,8,17
6923,0,0,0.0,0,0.0,2019-12-21 15:00:00,Bournemouth,Erik Pieters,Burnley,0,18
6924,0,0,0.0,0,0.0,2019-12-26 15:00:00,Everton,Erik Pieters,Burnley,0,19
6925,0,0,0.0,0,0.0,2019-12-28 19:45:00,Man Utd,Erik Pieters,Burnley,0,20
6926,0,0,0.0,0,0.0,2020-01-01 12:30:00,Aston Villa,Erik Pieters,Burnley,0,21
6927,0,0,0.0,0,0.0,2020-01-11 15:00:00,Chelsea,Erik Pieters,Burnley,0,22
6928,0,0,0.0,0,0.0,2020-01-19 14:00:00,Leicester,Erik Pieters,Burnley,0,23
6929,0,0,0.0,0,0.0,2020-01-22 20:15:00,Man Utd,Erik Pieters,Burnley,0,24
6930,0,0,0.0,0,0.0,2020-02-02 14:00:00,Arsenal,Erik Pieters,Burnley,0,25
6931,0,0,0.0,0,0.0,2020-02-15 12:30:00,Southampton,Erik Pieters,Burnley,0,26
6932,0,0,0.0,0,0.0,2020-02-22 15:00:00,Bournemouth,Erik Pieters,Burnley,0,27
6933,0,0,0.0,0,0.0,2020-02-29 15:00:00,Newcastle United,Erik Pieters,Burnley,0,28
6934,0,0,0.0,0,0.0,2020-03-07 17:30:00,Tottenham,Erik Pieters,Burnley,0,29
6935,0,0,0.3,0,4.2,2020-06-22 19:00:00,Man City,Erik Pieters,Burnley,1,30
6936,0,0,0.3,0,0.0,2020-06-25 17:00:00,Watford,Erik Pieters,Burnley,1,31
